# FIX-1106 emit-set residue manifest -- prod -- generated 2026-09-22T04:22:42.006Z
# cycle=2026 source=fec_bulk_indiv run_id=748aef69-4dd5-5cf9-bd75-570f482bc8dc complete_at=2026-09-21 00:20:29.915408+00
# emit set 1,015,185 keys; slice 1,059,817 rows / $1,314,241,322
# DROPPED-OUT 36 recipients / 19397 rows / $31,130,142
# PARTIAL     427 recipients / 25235 rows / $36,181,097
# This file is an AUTHORISATION, not a description. The apply re-checks every
# row-level fact keyed on these ids and SKIPS anything that grew since.
class	to_type	to_id	name	rows	cents	last_write	emitted_rows
PARTIAL	official	4713fea2-48e5-4aca-b33d-e2fc5fd3bf08	Juan Ciscomani	1	100000	2026-07-06 07:30:40.444491+00	1181
PARTIAL	official	92c31121-0645-4566-a75b-95298e792a31	Tahesha Way	2	100000	2026-07-13 07:06:10.937843+00	536
DROPPED-OUT	official	97261c75-2725-40eb-b62c-d6309d25e883	Alan Grayson	1	100000	2026-07-13 07:08:42.395312+00	0
PARTIAL	official	41e26491-c24f-43f0-83b9-455cfd6340cc	Patrick Ryan	1	100000	2026-09-14 23:42:40.655922+00	1476
PARTIAL	official	9dab5374-3bac-4b8a-b2a2-8aab22afac3e	Michael Lawler	2	100000	2026-07-27 07:26:05.465017+00	1697
PARTIAL	official	3debf6e3-0f47-407e-8df0-643b65c8795e	Anthony Dilorenzo	1	100000	2026-05-17 06:32:14.812652+00	288
PARTIAL	official	a060ecc9-08eb-4d29-8c53-f787d7cc94ba	Andrew R. Garbarino	1	100000	2026-05-03 00:40:35.043662+00	565
PARTIAL	official	a3b00145-5e8d-4af8-ae48-51d53897ce0f	John Hoeven	1	100000	2026-07-08 05:34:24.261375+00	135
PARTIAL	official	34fee059-3da5-4820-a9eb-a8e64fd436d7	Susie Lee	2	100000	2026-08-18 03:02:09.457946+00	1526
PARTIAL	official	2f4666db-80a9-435f-840d-6d555e7bf913	Kristina Knickerbocker	1	100000	2026-07-27 07:31:45.948739+00	149
PARTIAL	official	c0d6871d-47c9-4c3d-9507-00507033cfab	Joe Kaufman	1	100000	2026-05-13 11:10:55.573209+00	286
PARTIAL	official	c259bab5-fa48-4bd7-ad95-54f45d757007	Laura Benjamin	1	100000	2026-05-17 06:38:13.403508+00	15
PARTIAL	official	c59d56dd-5ac0-48bb-9cd6-2c59966dc085	Jim Costa	1	100000	2026-07-06 07:40:06.253946+00	278
PARTIAL	official	c6195aa4-2d75-4e12-8c1d-f844a3d0f3a8	Celeste Maloy	1	100000	2026-07-13 06:49:04.130904+00	340
PARTIAL	official	c61d1b24-b5e4-4e9a-a809-0ad23a6443e0	Carlos Moore	1	100000	2026-05-17 06:47:24.949124+00	144
PARTIAL	official	24c6d9fc-c5f2-4dcb-8fff-9cd0b1612d10	Cory Mills	1	100000	2026-07-06 07:16:52.880614+00	278
PARTIAL	official	21f970ec-3b34-49ea-8b56-8968438e3b2d	Kyle Kirkland	1	100000	2026-06-07 07:09:07.139583+00	90
PARTIAL	official	1b2c91d4-2282-4ae2-9b35-48bb599d4d54	Donald May	1	100000	2026-06-28 07:23:49.32545+00	3
PARTIAL	official	dfb9aa21-732a-4802-a4b3-16797e4e718a	Marc Iannarino	1	100000	2026-06-14 07:17:00.187509+00	26
PARTIAL	official	e2a7052a-c479-4809-aaed-09fb2dae9f56	Melanie A. Stansbury	1	100000	2026-05-03 00:39:40.405651+00	739
PARTIAL	official	e3dc7e98-7e1e-4e60-869f-a30ae8df9963	Jason Crow	1	100000	2026-07-08 05:31:14.825431+00	1381
PARTIAL	official	e4b7de2c-2537-433a-911e-02fbf99ab6ba	W. Gregory Steube	1	100000	2026-07-30 22:40:05.852089+00	286
PARTIAL	official	12b238ca-52cd-4e3e-9342-3ae17c389157	Hollie Noveletsky	1	100000	2026-05-17 06:30:46.903975+00	263
PARTIAL	official	113e0cf2-d891-443d-9494-11c1e9189d39	Don Bacon	1	100000	2026-07-22 05:22:49.285967+00	157
PARTIAL	official	f33a2404-461e-47e3-93d8-13f5d4e063c8	Adam Schwarze	1	100000	2026-06-21 07:25:14.541682+00	656
PARTIAL	official	f7c68521-138c-4776-95be-4c8dd68d73b9	Etienne Rosas	1	100000	2026-05-17 06:42:30.20085+00	51
PARTIAL	official	04393578-61a7-4196-ad7a-8c040b76c73b	Ryan Crosswell	1	100000	2026-05-17 06:37:20.339718+00	1196
PARTIAL	official	1942d825-bca9-42da-9dc7-b40fb404bc54	Hakeem S. Jeffries	3	95600	2026-06-07 07:37:58.886128+00	4194
PARTIAL	official	499961b7-1b84-4f14-8b14-754ccbc5df39	Michael Williamson	1	94200	2026-05-17 06:46:07.02217+00	131
DROPPED-OUT	official	c0789148-807b-490a-867d-38a9823fcf79	Christina Clement	3	90000	2026-05-17 06:29:14.709987+00	0
PARTIAL	official	9f3f33e1-5e3c-44bf-abc3-c40b9b7515ed	Mark Baisley	2	90000	2026-07-27 07:05:28.516185+00	81
PARTIAL	official	a82935e7-bb8f-4860-a186-c8ea46250e4e	Robert Garcia	2	76000	2026-07-06 07:32:45.109037+00	855
PARTIAL	official	903b82c7-aa29-4920-963c-911407a8e5fc	Cliff Bentz	1	75000	2026-07-06 06:47:00.527417+00	258
PARTIAL	official	6ee3fdbc-f28c-4430-b5d5-f53316689db1	Christopher Gallant	2	75000	2026-07-27 07:05:10.844325+00	557
PARTIAL	official	79b741ff-68f2-4dc1-945a-399e1e912ec3	Nicholas Vivio	1	75000	2026-06-07 07:13:08.882525+00	34
PARTIAL	official	6751d046-c60b-4eb2-bf87-ec4b522ae29e	Rick Larsen	2	75000	2026-07-06 07:29:55.677653+00	738
DROPPED-OUT	official	49039e8b-8094-4c8c-a494-05ee3fade86a	Brian Miller	2	75000	2026-07-27 07:10:22.827838+00	0
PARTIAL	official	ed9f0938-8c84-48e9-a163-ce3e6485a2f9	Kshama Sawant	2	70000	2026-08-24 04:38:52.33582+00	396
PARTIAL	official	d6aea3f4-328a-4c0a-9295-0f887a5b052a	Jeffrey Yuna	1	70000	2026-05-17 06:30:32.317289+00	15
PARTIAL	official	3b884b2b-4aeb-49aa-83ca-1775d868a8f4	David J. Taylor	2	69300	2026-08-24 04:21:35.033819+00	356
PARTIAL	official	88c24bd7-e8a5-49d0-a3ab-7f188d0a886b	Julie Wiley	2	65000	2026-05-17 06:47:27.439717+00	10
PARTIAL	official	fd35b3be-f978-48c9-b4f9-bb2e98e5435b	Daniel Butierez	1	65000	2026-05-17 06:38:19.520056+00	29
PARTIAL	official	5102cfa4-9ed5-46a6-8e4c-1f0e0cb75f92	Samuel Wyatt	1	64300	2026-07-27 07:22:13.061577+00	25
PARTIAL	official	ecbcf558-eb53-4d9a-af90-afc5a218900e	Jared Hudson	1	60000	2026-07-27 06:49:52.150784+00	733
PARTIAL	official	4e8a4c7a-cd87-4bc3-96ca-ee45713e4cee	Carmela Conroy	2	55000	2026-05-17 06:43:02.360548+00	261
PARTIAL	official	dd4bd1d9-a5f0-4e8b-bb1f-de3c4f084af3	Kyle Austin	1	52600	2026-07-27 07:00:35.36118+00	1
PARTIAL	official	8ed0d7ca-af58-40ae-9d44-55828414c78d	Mike Lee	1	52000	2026-07-06 07:23:28.806412+00	1074
PARTIAL	official	676e0c17-cd81-4277-91bd-49c054aee766	Pat Harrigan	1	50000	2026-07-06 07:34:10.06107+00	329
PARTIAL	official	bedb096e-991f-42f6-a467-73b192c5ed7a	Richard E. Neal	1	50000	2026-05-03 00:38:30.317426+00	389
PARTIAL	official	1496a0c3-85e3-4766-8d9a-1db0b95fb2a0	Robb Tucker	2	50000	2026-07-27 06:49:34.109365+00	57
PARTIAL	official	4944e0cf-3baf-43ef-b727-037128fa4e1d	Jasmine Clark	2	50000	2026-05-31 07:57:54.87109+00	695
PARTIAL	official	ef9a25f7-cfd9-42fc-98c3-1dfaebd79b68	Alexandria Ocasio-Cortez	1	50000	2026-07-27 07:04:25.335895+00	16603
PARTIAL	official	924ba9fb-cf60-4d64-a16e-907078d56dc0	Darren Soto	1	50000	2026-07-27 07:09:01.525102+00	447
PARTIAL	official	91edb2db-42c7-4241-8afb-3586e19cd7ed	Abraham J. Hamadeh	1	50000	2026-05-03 00:39:09.648948+00	277
PARTIAL	official	09ca68ac-abee-4059-ad22-0980546792d8	Russell Cleveland	1	50000	2026-07-13 06:45:06.847287+00	277
PARTIAL	official	6ea042c5-3b29-4bc0-ac9e-7639e973d11c	Ron Wyden	2	50000	2026-07-13 07:05:17.093396+00	508
PARTIAL	official	77276090-b2f8-4819-83d6-6a9af0d606c1	John Fleming	1	50000	2026-07-27 06:48:44.438408+00	385
PARTIAL	official	fdbf3cbe-add2-44ec-b8b2-9d3774d16664	Aisha Wahab	1	50000	2026-06-14 07:10:28.858244+00	432
PARTIAL	official	8bd09aa3-bb57-4d50-b0b5-b27135931ae4	Maura Sullivan	1	50000	2026-05-17 06:36:16.226788+00	1787
PARTIAL	official	6664f336-32f4-4206-99ff-2bf6394cdaf7	Charlotte Bergmann	1	50000	2026-05-13 11:12:52.086439+00	26
PARTIAL	official	8aaba38d-bd4b-4062-b0ce-51ceda35acbd	Barb Regnitz	1	50000	2026-05-17 06:34:06.917283+00	135
PARTIAL	official	5b7946e6-5e45-4304-bcf1-8edd9f8395e5	Jamie Davis	1	50000	2026-06-28 07:21:50.105814+00	433
PARTIAL	official	63445f13-762b-4e24-a882-9c163d261894	Elinor Gilbreath	1	50000	2026-06-07 07:05:02.431158+00	87
PARTIAL	official	06d2a798-aa94-4693-bdb0-c9772fb31e9b	Sonia Devgan-Kacker	1	50000	2026-07-12 06:46:41.822695+00	7
PARTIAL	official	49c127d0-e712-4a4b-9a18-ea4aa4836e34	Todd Lombardo	1	50000	2026-05-31 07:22:47.214038+00	53
PARTIAL	official	bf5a0021-6cd5-4255-b516-038334b1b27b	Don Ufford	1	50000	2026-07-27 07:01:55.871834+00	503
PARTIAL	official	649f044f-be6d-420f-82e8-8863f8f38b20	David Bradstock	1	50000	2026-06-07 07:10:34.336799+00	119
PARTIAL	official	26876d52-5b98-4352-a560-361048d95cdc	Adam B. Schiff	1	50000	2026-05-03 00:40:52.013122+00	4006
PARTIAL	official	a0f07226-4220-4e68-8c83-bb1ba7d5970a	David G. Valadao	1	50000	2026-05-17 06:28:12.150729+00	704
PARTIAL	official	25883591-a225-48bf-9145-52cf671c42ac	Michael Guest	1	50000	2026-07-09 06:10:48.975735+00	314
PARTIAL	official	68ccfb27-db44-4ffe-a800-b6fce5e60604	Glenn Thompson	1	50000	2026-07-06 07:54:56.480566+00	474
PARTIAL	official	00bb77f4-6a55-46d9-9a1c-0d537010ab91	Steve Cohen	1	50000	2026-07-27 07:11:29.784475+00	203
PARTIAL	official	e2a5e28a-9e33-44de-991f-e94a3649c539	Nathaniel Moran	1	47500	2026-07-06 07:37:59.84709+00	368
PARTIAL	official	86f52793-9283-4094-9cc1-d9c3de8623c5	Matt Dunlap	1	40000	2026-07-13 06:23:19.134105+00	627
PARTIAL	official	bd53f3dd-f6f9-4d8c-a0c0-3b13d33b8093	Laura Gillen	1	33300	2026-09-14 23:42:16.15347+00	1623
PARTIAL	official	942cb1e3-9bed-454c-abb2-abc92b41675a	Brian Stahl	1	31200	2026-05-17 06:37:16.613059+00	62
PARTIAL	official	a45582db-bfa4-45d9-aed9-b15ffad073cf	Ilhan Omar	1	30000	2026-07-27 06:51:55.034528+00	2524
PARTIAL	official	61c5c19e-b49f-4c93-bf00-084c399adb5c	Barbara Mallory Caraway	1	30000	2026-07-27 07:31:45.948739+00	16
PARTIAL	official	73476779-ef87-41fb-a517-e89103e3da4d	Dina Titus	1	30000	2026-08-24 04:15:15.072032+00	385
PARTIAL	official	b0ec0cae-9c5e-49b1-b421-37a36d1548b0	Huy-Yen Bailey	1	30000	2026-06-21 07:45:09.065222+00	110
DROPPED-OUT	official	6a0a6ab1-9219-4890-9539-bad12e2c4a1a	Thomas Johnson	1	28300	2026-05-17 06:28:24.404827+00	0
PARTIAL	official	4fac0552-78a6-4f09-89b9-4d81b128f7fb	Mark York	1	26000	2026-07-27 07:01:23.596835+00	59
PARTIAL	official	0e013000-d252-4a85-9ab2-a51b7edc3b67	Matthew Klein	1	25000	2026-05-17 06:43:01.173844+00	708
PARTIAL	official	6b6a898e-268c-4088-bab0-4923f7c36721	Joshua Weil	1	25000	2026-05-17 06:45:06.22287+00	5860
PARTIAL	official	60d4be6b-3d5a-4999-80d3-0d3c0dcc7a4a	Nikki Budzinski	1	25000	2026-07-09 06:12:38.97435+00	988
PARTIAL	official	087d0095-bc99-4220-b79e-0cd13dfe40ec	Jasmine Crockett	1	25000	2026-05-17 06:28:39.286831+00	2010
PARTIAL	official	855afd1e-463f-41a4-b7ec-b068791897e8	Daniel Schwartz	1	25000	2026-07-13 06:26:50.482409+00	390
PARTIAL	official	66224438-c346-48bc-92fb-583d36c2f4cd	Jessica Killin	1	25000	2026-07-27 07:04:25.335895+00	1122
PARTIAL	official	1906d67c-4c5d-40f3-9923-2b39f412bce1	Mai Vang	1	25000	2026-07-27 06:47:41.874275+00	822
PARTIAL	official	45041b87-9abd-4a76-98e2-375a5ef735f8	Debbie Dingell	1	25000	2026-07-06 07:19:14.227623+00	322
PARTIAL	official	57daf850-8043-4b04-a4c0-05e7a59131d5	Mark Kelly	1	25000	2026-07-06 07:00:02.336096+00	21548
PARTIAL	official	a062ed4f-c96a-4f3f-b705-712581bd3f4b	Lateefah Simon	1	25000	2026-07-06 07:39:25.405118+00	705
PARTIAL	official	3251de22-02e5-4be9-8300-9c0dcddef27d	Chris Shea	1	25000	2026-07-13 06:19:27.51853+00	163
PARTIAL	official	3a168c49-ec35-42ef-9531-a493344c1d9a	Ralph Alvarado	1	25000	2026-05-17 06:46:13.782506+00	788
PARTIAL	official	d758a091-fa36-47d4-b2b0-e264d41f1fc2	Sherrod Brown	1	25000	2026-05-17 06:30:46.903975+00	19761
PARTIAL	official	a214c8e2-7deb-4535-9a0f-5a54fa5853dd	Ashley Bell	1	25000	2026-07-26 07:32:15.885861+00	40
PARTIAL	official	d693d1d3-844e-4e9e-9fa8-f26f90c0414b	Mark Smith	1	25000	2026-07-13 06:14:52.968536+00	286
PARTIAL	official	50915dfe-9d5a-4005-b617-13ec0ec31f44	Victoria Doyle	1	25000	2026-07-13 06:39:18.103185+00	103
PARTIAL	official	0d309e2e-dd42-43bc-8773-286b209d740a	Anthony Kozycki	1	25000	2026-05-17 06:26:18.519977+00	69
PARTIAL	official	39f3c4e6-b7b2-4b63-a7eb-39b2e6488794	Diana Harshbarger	1	20000	2026-07-27 07:10:22.827838+00	299
PARTIAL	official	bc1949b8-d706-4461-be53-a0454315d646	Joseph Tache	1	20000	2026-08-24 04:36:13.567828+00	141
